file_path,state,size_bytes,md5,page_count,class,reason,status,digital_guess,lang_guess,lang_source,lang_conf,lang_votes,garbled_detected
data/POP Bank/Maharashtra/PA-32-(Eknath).pdf,Maharashtra,99234,a45284510a15c31e53b3a6c5d07df93d,2.0,digital_en,len=4643 lang=am score=-25894.99 decision=digital_threshold,processed,True,indic,osd,0.8,indic;indic,True
data/POP Bank/Maharashtra/PA-402-(Vinayak).pdf,Maharashtra,114906,dc061e6a7c43014d3cb74dce4241535c,2.0,digital_en,len=4745 lang=am score=-25935.37 decision=digital_threshold,processed,True,indic,osd,0.8,indic;indic,True
data/POP Bank/Maharashtra/PA-528.pdf,Maharashtra,116441,6f3999cf75e775a334867f2692e976a4,2.0,digital_en,len=4706 lang=am score=-25888.33 decision=digital_threshold,processed,True,indic,osd,0.8,indic;indic,True
data/POP Bank/Maharashtra/PBN-12.pdf,Maharashtra,194905,f8c35585c2eb7dd8f826e98f93aca086,2.0,digital_en,len=2786 lang=am score=-18609.97 decision=digital_threshold,processed,True,indic,osd,0.8,indic;indic,True
data/POP Bank/Maharashtra/PBN-40.pdf,Maharashtra,210861,534b9ab517a64ed5b351eff3b4795ee5,2.0,digital_en,len=2755 lang=am score=-18600.48 decision=digital_threshold,processed,True,indic,osd,0.8,indic;indic,True
data/POP Bank/Maharashtra/PBN-86.pdf,Maharashtra,209673,d7f860fa5fceb56e29bd9397534570c6,2.0,digital_en,len=2773 lang=am score=-18612.06 decision=digital_threshold,processed,True,indic,osd,0.8,indic;indic,True
data/POP Bank/Maharashtra/PBNR.pdf,Maharashtra,125086,f88a32c387abd5843af9f23d5d68378f,2.0,digital_en,len=2247 lang=am score=-14790.50 decision=digital_threshold,processed,True,indic,osd,0.8,indic;indic,True
data/POP Bank/Maharashtra/PH-348-(Yamuna).pdf,Maharashtra,302319,90cec41d21292691200ecbc0879699ef,2.0,digital_en,len=3023 lang=am score=-19254.28 decision=digital_threshold,processed,True,indic,osd,0.8,indic;indic,True
data/POP Bank/Maharashtra/PHA-46.pdf,Maharashtra,125043,93d031420118410c5e0bad750072685d,2.0,digital_en,len=4707 lang=am score=-25970.57 decision=digital_threshold,processed,True,indic,osd,0.8,indic;indic,True
data/POP Bank/Maharashtra/PHH-316.pdf,Maharashtra,314799,4864d57a73836ec932a360369ae9b203,2.0,digital_en,len=2988 lang=am score=-19061.82 decision=digital_threshold,processed,True,indic,osd,0.8,indic;indic,True
data/POP Bank/Maharashtra/PPC-6.pdf,Maharashtra,168962,41db987fd6d71d9c6de415df0f4ae442,2.0,digital_en,len=3615 lang=am score=-24991.94 decision=digital_threshold,processed,True,indic,osd,0.8,indic;indic,True
data/POP Bank/Maharashtra/PVK-400.pdf,Maharashtra,239983,6033ff3dd2e729f3a915eecb8a081bc1,3.0,digital_en,len=5117 lang=am score=-27731.51 decision=digital_threshold,processed,True,indic,osd,0.8,indic;indic,True
data/POP Bank/Maharashtra/PVK-801.pdf,Maharashtra,136080,a1c7267d435c5254801335e5534d336d,3.0,digital_en,len=4914 lang=am score=-27754.52 decision=digital_threshold,processed,True,indic,osd,0.8,indic;indic,True
data/POP Bank/Maharashtra/PVK-809.pdf,Maharashtra,140701,3c6a5ddcd17c2c9c8d39141b059b8b36,3.0,digital_en,len=4886 lang=am score=-27752.70 decision=digital_threshold,processed,True,indic,osd,0.8,indic;indic,True
data/POP Bank/Maharashtra/Parag.pdf,Maharashtra,123603,c6f8185dfad5ecd68969f79b78410c1a,2.0,digital_en,len=2255 lang=am score=-14789.32 decision=digital_threshold,processed,True,indic,osd,0.8,indic;indic,True
data/POP Bank/Maharashtra/Prabhavti.pdf,Maharashtra,103748,8c0df385812c1405c73b95d2c1e945fe,2.0,digital_en,len=2274 lang=am score=-14920.66 decision=digital_threshold,processed,True,indic,osd,0.8,indic;indic,True
data/POP Bank/Maharashtra/Pratisthan.pdf,Maharashtra,197045,5d674b65bf47872951c0eed984d3a776,2.0,digital_en,len=1723 lang=am score=-11137.43 decision=digital_threshold,processed,True,indic,osd,0.8,indic;indic,True
data/POP Bank/Maharashtra/Release_Impliments.pdf,Maharashtra,1800421,1fb78ab66adf7b6838ac3dcb8ef4608a,35.0,digital_en,len=7006 lang=am score=-26277.08 decision=digital_threshold,processed,True,indic,osd,0.8,indic;indic,True
data/POP Bank/Maharashtra/SPH-1641.pdf,Maharashtra,231005,fabeb6864c174048b6208a5d81a39551,3.0,digital_en,len=5073 lang=am score=-27713.84 decision=digital_threshold,processed,True,indic,osd,0.8,indic;indic,True
data/POP Bank/Maharashtra/SPV-1411.pdf,Maharashtra,134233,5a1c43b7978a7fe114ba494252bf5c65,3.0,digital_en,len=5376 lang=am score=-26834.70 decision=digital_threshold,processed,True,indic,osd,0.8,indic;indic,True
data/POP Bank/Maharashtra/Shetkari_August2025-Combine.pdf,Maharashtra,3482590,85d54fbc5dedfd4b5567075d03ff73ca,60.0,digital_en,len=8308 lang=qu score=-5074.11 decision=digital_threshold,pending,True,indic,osd,0.5,unsure;indic,False
data/POP Bank/Maharashtra/Shetkari_July2025-Combine.pdf,Maharashtra,2992504,29f8f615d3cf1ca07a95ec4ed5d2c4ad,60.0,digital_en,len=9062 lang=qu score=-5326.29 decision=digital_threshold,pending,True,indic,osd,0.5,indic;indic,False
data/POP Bank/Maharashtra/Shetkari_June2025-Combine.pdf,Maharashtra,4206027,191bde2bf473a8c4748bd6a0b4b0672d,60.0,digital_en,len=7793 lang=qu score=-4760.63 decision=digital_threshold,pending,True,indic,osd,0.5,unsure;indic,False
data/POP Bank/Maharashtra/Shetkari_May-combine (1).pdf,Maharashtra,2965768,25b8c5260ca39891ae25c1549affafa8,60.0,digital_en,len=6760 lang=qu score=-5065.30 decision=digital_threshold,pending,True,unsure,osd,0.1398,unsure;unsure,False
data/POP Bank/Maharashtra/Shetkari_September-2025-COMBINE.pdf,Maharashtra,11981420,cbff839944a75b041e783ac8eae43887,60.0,digital_en,len=7874 lang=qu score=-5308.29 decision=digital_threshold,pending,True,indic,osd,0.5,indic;indic,False
data/POP Bank/Maharashtra/Shiwai.pdf,Maharashtra,170028,ed7d166d6f71f971384ea02e4a26ef63,2.0,digital_en,len=2330 lang=am score=-15185.85 decision=digital_threshold,processed,True,indic,osd,0.8,indic;indic,True
data/POP Bank/Maharashtra/Sugandha.pdf,Maharashtra,72732,4cd95278ca300f2f0b44024a523137e9,1.0,digital_en,len=2235 lang=am score=-14825.66 decision=digital_threshold,processed,True,indic,osd,0.8,indic,True
data/POP Bank/Maharashtra/Sunflower-08.pdf,Maharashtra,334850,23c3b04c2de67db69f773c2584a0370b,3.0,digital_en,len=5463 lang=am score=-26963.99 decision=digital_threshold,processed,True,indic,osd,0.8,indic;indic,True
data/POP Bank/Maharashtra/Sunflower-11.pdf,Maharashtra,338919,f86047e5ba688153449cf988740da6ba,3.0,digital_en,len=5493 lang=am score=-27112.78 decision=digital_threshold,processed,True,indic,osd,0.8,indic;indic,True
data/POP Bank/Maharashtra/Sunflower-171.pdf,Maharashtra,290890,9553c90102977a6e3623291808f8b59f,3.0,digital_en,len=5477 lang=am score=-27014.29 decision=digital_threshold,processed,True,indic,osd,0.8,indic;indic,True
data/POP Bank/Maharashtra/Sunflower-35.pdf,Maharashtra,306024,2e6cbcb1c103f3de89a1e21e51257537,3.0,digital_en,len=5415 lang=am score=-26995.93 decision=digital_threshold,processed,True,indic,osd,0.8,indic;indic,True
data/POP Bank/Maharashtra/TJP-48.pdf,Maharashtra,107555,cb3f310959ac8368f60459b8b0f0c531,2.0,digital_en,len=2235 lang=am score=-14734.97 decision=digital_threshold,processed,True,indic,osd,0.8,indic;indic,True
data/POP Bank/Maharashtra/TP-7.pdf,Maharashtra,189999,9279990fa38e15fdbfa34e1049a6cf38,2.0,digital_en,len=1666 lang=am score=-10473.15 decision=digital_threshold,processed,True,indic,osd,0.8,indic;unsure,True
data/POP Bank/Maharashtra/Terna.pdf,Maharashtra,114983,4ef5cb615322ff76c2bf737f7d9b7374,2.0,digital_en,len=2255 lang=am score=-14873.54 decision=digital_threshold,processed,True,indic,osd,0.8,indic;indic,True
data/POP Bank/Maharashtra/Tomato.pdf,Maharashtra,198702,bd19fcdd781985e4ea9914fe593ad1e5,2.0,digital_en,len=2153 lang=am score=-12700.93 decision=digital_threshold,processed,True,indic,osd,0.8,indic;indic,True
data/POP Bank/Maharashtra/Yellora.pdf,Maharashtra,187126,f9b93a985eaef1196408f39760904ded,2.0,digital_en,len=1704 lang=am score=-11070.63 decision=digital_threshold,processed,True,indic,osd,0.8,indic;indic,True
data/POP Bank/Maharashtra/agriwebsite_seed_Mr.pdf,Maharashtra,495767,204bf3b4ef3beabd6c79e47d6d8e76e5,2.0,scanned_en,len=81 lang=en score=-81.72 decision=scanned_low_text,pending,False,unsure,osd,0.084,unsure;unsure,False
data/POP Bank/Maharashtra/agriwebsite_seed_Mr_v1.pdf,Maharashtra,495767,204bf3b4ef3beabd6c79e47d6d8e76e5,2.0,scanned_en,len=81 lang=en score=-81.72 decision=scanned_low_text,pending,False,unsure,osd,0.084,unsure;unsure,False
data/POP Bank/Maharashtra/chickpea.pdf,Maharashtra,28950,6c3aa76f1bc1d288c23a8e12fe59c26d,2.0,digital_en,len=4716 lang=qu score=-5130.53 decision=digital_threshold,pending,True,indic,osd,0.5,indic;indic,False
data/POP Bank/Maharashtra/linseed.pdf,Maharashtra,22556,dc23289f69cef0e3c0ee883c6ca1f84c,1.0,digital_en,len=2227 lang=zu score=-2854.11 decision=digital_threshold,pending,True,indic,osd,0.5,indic,False
data/POP Bank/Maharashtra/redgram.pdf,Maharashtra,23413,265cd2bc82ed884e7dfa0a4e0e99efe0,1.0,digital_en,len=3501 lang=qu score=-4241.97 decision=digital_threshold,pending,True,indic,osd,0.5,indic,False
data/POP Bank/Maharashtra/αñòαÑâαñ╖αñ┐αñªαñ░αÑìαñ╢αñ¿αÑÇ αÑ¿αÑªαÑ¿αÑ½_20250507105845.pdf,Maharashtra,21495808,e793fd0e3eab9fa132ec87714aa30bea,,error,parse_error=EOF marker not found,pending,False,unsure,osd,0.0,,False
data/POP Bank/Maharashtra/αñòαñ┐αñ«αñ╛αñ¿_αñåαñºαñ╛αñ░αñ¡αÑéαññ_αñòαñ┐αñéαñ«αññ_αÑ¿αÑªαÑ¿αÑ¿.pdf,Maharashtra,655538,64a33ad0207508e2cc0118465915bbad,1.0,digital_en,len=4279 lang=la score=-2197.50 decision=digital_threshold,pending,True,indic,osd,0.5,indic,False
data/POP Bank/Maharashtra/αñòαñ┐αñ«αñ╛αñ¿_αñåαñºαñ╛αñ░αñ¡αÑéαññ_αñòαñ┐αñéαñ«αññ_αÑ¿αÑªαÑ¿αÑ¿_v1.pdf,Maharashtra,655538,64a33ad0207508e2cc0118465915bbad,1.0,digital_en,len=4279 lang=la score=-2197.50 decision=digital_threshold,pending,True,indic,osd,0.5,indic,False
data/POP Bank/Maharashtra/αñòαñ╛αñùαñªαñ¬αññαÑìαñ░ αñ¬αñíαññαñ╛αñ│αñúαÑÇ αñ¼αñ╛αñ¼αññ...pdf,Maharashtra,2084291,b88b6edae105662b5e1347c212d58d42,4.0,scanned_en,len=0 lang=en score=0.00 decision=scanned_low_text,pending,False,unsure,osd,0.0,unsure;unsure,False
data/POP Bank/Maharashtra/αñòαñ╛αñùαñªαñ¬αññαÑìαñ░ αñ¬αñíαññαñ╛αñ│αñúαÑÇ αñ¼αñ╛αñ¼αññ.._v1.pdf,Maharashtra,2084291,b88b6edae105662b5e1347c212d58d42,4.0,scanned_en,len=0 lang=en score=0.00 decision=scanned_low_text,pending,False,unsure,osd,0.0,unsure;unsure,False
data/POP Bank/Manipur/agrimanipur.gov.in_annual-administrative-report-2022-2023.pdf,Manipur,3619972,9362d4d810bdf9210d074bbc9e667c59,18.0,scanned_en,len=0 lang=en score=0.00 decision=scanned_low_text,pending,False,unsure,osd,0.0,unsure;unsure,False
data/POP Bank/Nagaland/NAGALAND-Crop-Calandar.pdf,Nagaland,20342663,d2bc9f7daf4694d2dbcdb13d7e9d0e65,144.0,digital_en,len=456 lang=en score=-138.37 decision=digital_threshold,pending,True,unsure,osd,0.1105,unsure;unsure,False
"data/POP Bank/Odisha/Letter No-13626, date-22.04.2025 Guideline Shree Anna Abhiyan.pdf",Odisha,2838236,f563f7d63acdbfcc3581fdc827b6fb5a,106.0,digital_en,len=679 lang=en score=-397.39 decision=digital_threshold,pending,True,unsure,osd,0.0,unsure;unsure,False
data/POP Bank/Odisha/rkb-odisha.in-Rice Farming in Odisha.pdf,Odisha,405793,8ceca0e4863a8e5d5de25f8999379efa,52.0,scanned_en,len=88 lang=ur score=-17.53 decision=scanned_low_text,pending,False,unsure,osd,0.0,unsure;unsure,False
data/POP Bank/POPs Multiple States/636990407920799387-78f9bb87-5a78-41ca-9ce6-b5e5b227aa1a16._Package_of_Practices_of_Cotton_Cultivation.pdf,POPs Multiple States,3810345,bc1cbb72cb1a25e417f37e6aba443b14,8.0,scanned_en,len=20 lang=en score=0.00 decision=scanned_low_text,pending,False,unsure,osd,0.0,unsure;unsure,False
data/POP Bank/POPs Multiple States/POP-Commercial Crops.pdf,POPs Multiple States,425787,89cfbb591937a449acdb87f53175f34c,21.0,digital_en,len=7713 lang=en score=-6263.16 decision=digital_threshold,pending,True,en,osd,0.9165,unsure;en,False
data/POP Bank/Punjab/2401_Saade_Viah_Saade_Bhog.pdf,Punjab,2116606,6bb52ad8063c2cda07c64f8e6c1e8542,76.0,digital_en,len=1676 lang=qu score=-1288.60 decision=digital_threshold,pending,True,unsure,osd,0.0,unsure;unsure,False
data/POP Bank/Punjab/3660_Talking_Healing.pdf,Punjab,5859735,7e15447eeeea1292e639d3824c282ea9,35.0,scanned_en,len=0 lang=en score=0.00 decision=scanned_low_text,pending,False,unsure,osd,0.0,unsure;unsure,False
data/POP Bank/Punjab/8_p.pdf,Punjab,12397075,51cfdaadaaea4c2a58b808b3a07113de,36.0,digital_en,len=6643 lang=qu score=-4175.35 decision=digital_threshold,pending,True,unsure,osd,0.1309,unsure;unsure,False
data/POP Bank/Punjab/Citrus_Cultivation_pbi.pdf,Punjab,3660263,c7291cd5228248f1223cc2017a0909f8,125.0,digital_en,len=2124 lang=qu score=-1948.07 decision=digital_threshold,pending,True,unsure,osd,0.0875,unsure;unsure,False
data/POP Bank/Punjab/FruitDropCitrusP.pdf,Punjab,4772742,b2e8b510af7111f0bd462ace756d6603,25.0,digital_en,len=2470 lang=qu score=-2267.37 decision=digital_threshold,pending,True,indic,osd,0.5,unsure;indic,False
data/POP Bank/Punjab/FruitNutritionGarden.pdf,Punjab,9499632,d5bc83cc484986bdc9152a5b56807ea1,8.0,scanned_en,len=0 lang=en score=0.00 decision=scanned_low_text,pending,False,unsure,osd,0.0,unsure;unsure,False
data/POP Bank/Punjab/FruitNutritionGardenP.pdf,Punjab,3980869,60466b0892dae6274b435c86329b7346,8.0,scanned_en,len=0 lang=en score=0.00 decision=scanned_low_text,pending,False,unsure,osd,0.0,unsure;unsure,False
data/POP Bank/Punjab/pau_pub.pdf,Punjab,307604,2b94fd1465a3394e89a0226d601bc57a,2.0,digital_en,len=8431 lang=en score=-2475.52 decision=digital_threshold,pending,True,unsure,osd,0.2891,indic;en,False
data/POP Bank/Punjab/pp_flower_v1.pdf,Punjab,717703,2fef924b5e1634b2ff306d350afd701b,49.0,digital_en,len=3001 lang=en score=-4541.96 decision=digital_threshold,pending,True,en,osd,0.7439,unsure;en,False
data/POP Bank/Punjab/pp_fruits_pbi.pdf,Punjab,813377,e64acd3e89f93f87fb9ccc54fae60ee9,228.0,digital_en,len=3011 lang=qu score=-2255.43 decision=digital_threshold,pending,True,indic,osd,0.5,indic;indic,False
data/POP Bank/Punjab/pp_fruits_v1.pdf,Punjab,1037658,ed508f7526333d9ec68c74eac2269425,212.0,digital_en,len=2977 lang=en score=-4179.81 decision=digital_threshold,pending,True,en,osd,0.78,en;en,False
data/POP Bank/Punjab/pp_hari.pdf,Punjab,3168337,1e31f01499de0c95b81d6af6f439f92f,204.0,digital_en,len=2425 lang=qu score=-1827.93 decision=digital_threshold,pending,True,unsure,osd,0.0,unsure;unsure,False
data/POP Bank/Punjab/pp_kharif.pdf,Punjab,3632572,ab4cdd48574e7069f7e5e78547e29aae,212.0,digital_en,len=7576 lang=en score=-3593.40 decision=digital_threshold,pending,True,unsure,osd,0.0591,unsure;unsure,False
data/POP Bank/Punjab/pp_kharif_v1.pdf,Punjab,3632572,ab4cdd48574e7069f7e5e78547e29aae,212.0,digital_en,len=7576 lang=en score=-3593.40 decision=digital_threshold,pending,True,unsure,osd,0.0591,unsure;unsure,False
data/POP Bank/Punjab/pp_rabi.pdf,Punjab,4357635,7455822b1042719e68892d5f79dc3bf4,188.0,digital_en,len=3127 lang=en score=-3766.82 decision=digital_threshold,pending,True,unsure,osd,0.0988,unsure;unsure,False
data/POP Bank/Punjab/pp_rabi_v1.pdf,Punjab,4357635,7455822b1042719e68892d5f79dc3bf4,188.0,digital_en,len=3127 lang=en score=-3766.82 decision=digital_threshold,pending,True,unsure,osd,0.0988,unsure;unsure,False
data/POP Bank/Punjab/pp_sauni.pdf,Punjab,3624341,148044c78bbc0d7ab415272e8ee0048d,232.0,digital_en,len=2342 lang=qu score=-1757.13 decision=digital_threshold,pending,True,indic,osd,0.5,indic;unsure,False
data/POP Bank/Punjab/pp_veg_pbi.pdf,Punjab,945930,a516ac20de45a9a6be4e858e85a478e9,244.0,digital_en,len=3868 lang=qu score=-2859.52 decision=digital_threshold,pending,True,indic,osd,0.5,indic;unsure,False
data/POP Bank/Punjab/pp_veg_v1.pdf,Punjab,1055745,f4ba3e2b51db358ac99f062b23a585aa,232.0,digital_en,len=4774 lang=en score=-4569.38 decision=digital_threshold,pending,True,en,osd,0.807,en;en,False
data/POP Bank/Punjab/res_cons.pdf,Punjab,351574,6b95277349cfb6dce95c365d5f65a6e7,12.0,digital_en,len=2310 lang=qu score=-1859.77 decision=digital_threshold,pending,True,indic,osd,0.5,unsure;indic,False
data/POP Bank/Rajasthan/April - 2024.pdf,Rajasthan,1622441,9f5aaaa6427210f55c48e14cda1a22ba,32.0,digital_en,len=9457 lang=la score=-5828.63 decision=digital_threshold,pending,True,indic,osd,0.5,unsure;indic,False
data/POP Bank/Rajasthan/April 2015.pdf,Rajasthan,3315505,7cbcf26a2e9576fea5a39de3200278ba,28.0,digital_en,len=7075 lang=zu score=-5818.71 decision=digital_threshold,pending,True,indic,osd,0.5,indic;indic,False
data/POP Bank/Rajasthan/April 2018.pdf,Rajasthan,1326547,01f8fd689692bf6180e678cfa9fa161c,32.0,digital_en,len=8680 lang=fo score=-4972.51 decision=digital_threshold,pending,True,unsure,osd,0.0,unsure;unsure,False
data/POP Bank/Rajasthan/April- 2025.pdf,Rajasthan,1683910,1e2b01040cb3ec7ea0df4dde4d9fff53,32.0,digital_en,len=9208 lang=la score=-5227.01 decision=digital_threshold,pending,True,indic,osd,0.5,indic;indic,False
data/POP Bank/Rajasthan/April-2021.pdf,Rajasthan,1318373,8208a4afd3b3d56d47d112019dc5f764,30.0,digital_en,len=8617 lang=la score=-5265.81 decision=digital_threshold,pending,True,unsure,osd,0.1146,unsure;unsure,False
data/POP Bank/Rajasthan/April-2022_Final[1].pdf,Rajasthan,974025,865df384a0a9d2a752b268d1870d7564,30.0,digital_en,len=8980 lang=lb score=-5036.13 decision=digital_threshold,pending,True,indic,osd,0.5,unsure;indic,False
data/POP Bank/Rajasthan/April-2023.pdf,Rajasthan,1667766,7e9d765c2e553df4bdaa637db6c2728c,31.0,digital_en,len=9669 lang=qu score=-5828.34 decision=digital_threshold,pending,True,unsure,osd,0.1112,unsure;unsure,False
data/POP Bank/Rajasthan/April-RK-2017.pdf,Rajasthan,1707286,b408c3faeb9ac07a9b9323220184ee74,31.0,digital_en,len=9214 lang=fo score=-5482.48 decision=digital_threshold,pending,True,unsure,osd,0.0,unsure;unsure,False
data/POP Bank/Rajasthan/August - 2024.pdf,Rajasthan,1700485,203cd64d94807d778a4a5042588e3105,32.0,digital_en,len=9713 lang=fo score=-5466.97 decision=digital_threshold,pending,True,unsure,osd,0.1415,unsure;unsure,False
data/POP Bank/Rajasthan/August -2020.pdf,Rajasthan,2168399,7688187b4a4065b7d6b36f19543ba4fe,32.0,digital_en,len=8768 lang=fo score=-5602.96 decision=digital_threshold,pending,True,unsure,osd,0.1675,unsure;unsure,False
data/POP Bank/Rajasthan/August -RK-2017.pdf,Rajasthan,1582025,fad2c3d9d570802844df90eab80dcdca,32.0,digital_en,len=8721 lang=fo score=-5732.89 decision=digital_threshold,pending,True,unsure,osd,0.0,unsure;unsure,False
data/POP Bank/Rajasthan/August 2018 .pdf,Rajasthan,696320,7dc4c0d509044240fca4c4f79efcb4ec,,error,parse_error=EOF marker not found,pending,False,unsure,osd,0.0,,False
data/POP Bank/Rajasthan/August 2018 _v1.pdf,Rajasthan,1870289,a249da575ac5d4e346bc3c995892d58b,32.0,digital_en,len=8860 lang=fo score=-5603.16 decision=digital_threshold,pending,True,unsure,osd,0.0,unsure;unsure,False
data/POP Bank/Rajasthan/August 2019 PDF final.pdf,Rajasthan,1203801,d6a34ae68e66893b6f469854de8dd30e,31.0,digital_en,len=8303 lang=fo score=-5422.84 decision=digital_threshold,pending,True,unsure,osd,0.1704,unsure;unsure,False
data/POP Bank/Rajasthan/August-2021(1).pdf,Rajasthan,1940846,f246423e6396b324f08ce73e26727ca9,31.0,digital_en,len=8907 lang=qu score=-5332.99 decision=digital_threshold,pending,True,unsure,osd,0.0815,unsure;unsure,False
data/POP Bank/Rajasthan/August-2022.pdf,Rajasthan,1178535,49d9758aebb69040562d7efa9b6cf257,31.0,digital_en,len=9431 lang=fo score=-5607.19 decision=digital_threshold,pending,True,indic,osd,0.5,unsure;indic,False
data/POP Bank/Rajasthan/August-2023.pdf,Rajasthan,2554837,af8a62bf85cdb4ac1df4280f9f82079c,32.0,digital_en,len=9874 lang=la score=-5255.52 decision=digital_threshold,pending,True,unsure,osd,0.1444,unsure;unsure,False
data/POP Bank/Rajasthan/Bharatpur Krishi Department Rabi Book 2020-21 Total Page 108.pdf,Rajasthan,21495808,a3a423f5f749fdb65c25233328b8dc5c,,error,parse_error=negative seek value -1,pending,False,unsure,osd,0.0,,False
data/POP Bank/Rajasthan/Bharatpur.pdf,Rajasthan,5306534,6f81f3fbc1998079cd9230160a07f15f,86.0,digital_en,len=6024 lang=qu score=-5773.00 decision=digital_threshold,pending,True,indic,osd,0.5,indic;unsure,False
data/POP Bank/Rajasthan/December - 2024.pdf,Rajasthan,2315555,0a1748cef886130f39fa6a289a018255,32.0,digital_en,len=6266 lang=fo score=-5446.86 decision=digital_threshold,pending,True,unsure,osd,0.1466,unsure;unsure,False
data/POP Bank/Rajasthan/December 2016 RKP (Repaired) (2).pdf,Rajasthan,1793479,c104db179b8961352329b0a0eab48043,32.0,digital_en,len=7859 lang=fo score=-5167.97 decision=digital_threshold,pending,True,unsure,osd,0.0,unsure;unsure,False
data/POP Bank/Rajasthan/December 2017 final.pdf,Rajasthan,2467289,073bfedaca5e64a344d9690c9e1b3ab4,32.0,digital_en,len=9393 lang=fo score=-5559.20 decision=digital_threshold,pending,True,unsure,osd,0.0,unsure;unsure,False
data/POP Bank/Rajasthan/December 2018.pdf,Rajasthan,2052011,ce7a205b7c7e07cd801e501655bf9524,31.0,digital_en,len=8076 lang=qu score=-5547.01 decision=digital_threshold,pending,True,unsure,osd,0.1903,unsure;unsure,False
data/POP Bank/Rajasthan/December 2019.pdf,Rajasthan,1135515,3193fa3153152607b6753a618b6bb329,31.0,digital_en,len=8417 lang=qu score=-4881.09 decision=digital_threshold,pending,True,unsure,osd,0.1562,unsure;unsure,False
data/POP Bank/Rajasthan/December-2020.pdf,Rajasthan,1412297,9e910072549dc3cffb7cd3e074ebbac7,31.0,digital_en,len=8967 lang=qu score=-5624.60 decision=digital_threshold,pending,True,unsure,osd,0.1766,unsure;unsure,False
data/POP Bank/Rajasthan/December-2021.pdf,Rajasthan,1503187,fab579d5c71ae273bd174feba514c4a9,32.0,digital_en,len=8643 lang=fo score=-5255.84 decision=digital_threshold,pending,True,unsure,osd,0.1684,unsure;unsure,False
data/POP Bank/Rajasthan/December-2022.pdf,Rajasthan,1373977,b6ff3854eed8398358e8e1ed6fee8eb5,30.0,digital_en,len=8299 lang=qu score=-4711.13 decision=digital_threshold,pending,True,indic,osd,0.5,unsure;indic,False
data/POP Bank/Rajasthan/December-2023.pdf,Rajasthan,1653730,606f8b1b339de5643922fc900e04412a,32.0,digital_en,len=9178 lang=qu score=-5175.59 decision=digital_threshold,pending,True,unsure,osd,0.1526,unsure;unsure,False
data/POP Bank/Rajasthan/February - 2024.pdf,Rajasthan,2060737,b50c4964e967656618127612d67fcc5e,32.0,digital_en,len=9064 lang=fo score=-5427.90 decision=digital_threshold,pending,True,indic,osd,0.5,indic;indic,False
data/POP Bank/Rajasthan/February - 2025.pdf,Rajasthan,1771275,3a80e5b9bd7ea71d1ac74246b2e25f31,32.0,digital_en,len=9347 lang=fo score=-5498.77 decision=digital_threshold,pending,True,indic,osd,0.5,indic;indic,False
data/POP Bank/Rajasthan/February 2017 new.pdf,Rajasthan,1535221,ab54a877b885df97b3b203c517177587,32.0,digital_en,len=8692 lang=zu score=-5488.09 decision=digital_threshold,pending,True,unsure,osd,0.0,unsure;unsure,False
data/POP Bank/Rajasthan/February 2019 Final.pdf,Rajasthan,1314280,b30c3239add8a24419ce074aa8e7561a,31.0,digital_en,len=7943 lang=fo score=-5157.99 decision=digital_threshold,pending,True,unsure,osd,0.1162,unsure;unsure,False
"data/POP Bank/Rajasthan/February, 2018.pdf",Rajasthan,1595274,8c62f9237e5765e10c23434d0d39e14d,32.0,digital_en,len=6885 lang=zu score=-5174.51 decision=digital_threshold,pending,True,unsure,osd,0.0,unsure;unsure,False
data/POP Bank/Rajasthan/February-2021.pdf,Rajasthan,1336971,6b3748fc8603bde2dfab7788201c7cb5,31.0,digital_en,len=8582 lang=fo score=-4889.36 decision=digital_threshold,pending,True,unsure,osd,0.1077,unsure;unsure,False
data/POP Bank/Rajasthan/February-2022[1].pdf,Rajasthan,1234076,5d53351fb4af3cfb52ae7abde76248b7,31.0,digital_en,len=9348 lang=qu score=-5335.53 decision=digital_threshold,pending,True,indic,osd,0.5,unsure;indic,False
data/POP Bank/Rajasthan/February-2023.pdf,Rajasthan,1541838,810426cac9592052b393b658cd0a9244,31.0,digital_en,len=10147 lang=qu score=-5673.91 decision=digital_threshold,pending,True,indic,osd,0.5,unsure;indic,False
data/POP Bank/Rajasthan/February-RK-2015.pdf,Rajasthan,1296992,0e0e7875f33bd77348de367ca2897aec,28.0,digital_en,len=8173 lang=la score=-5929.51 decision=digital_threshold,pending,True,indic,osd,0.5,indic;indic,False
data/POP Bank/Rajasthan/Final April 2019.pdf,Rajasthan,1305037,055f68ace8b61a02bacd4fe8d0ba4f55,31.0,digital_en,len=6127 lang=qu score=-5051.88 decision=digital_threshold,pending,True,unsure,osd,0.1287,unsure;unsure,False
data/POP Bank/Rajasthan/Final February 2020.pdf,Rajasthan,1762009,8b73f1e87b39f233e2422a97d3215748,31.0,digital_en,len=8160 lang=qu score=-5413.53 decision=digital_threshold,pending,True,unsure,osd,0.1132,unsure;unsure,False
"data/POP Bank/Rajasthan/Final May, 07-07-2021.pdf",Rajasthan,1342247,a5fdc76e4377e128ac5d54602efa47a7,30.0,digital_en,len=6296 lang=lb score=-5394.25 decision=digital_threshold,pending,True,unsure,osd,0.1604,unsure;unsure,False
