filename,state,conf_band,lang_guess,lang_conf,digital_guess,garbled_detected,page_count,size_bytes,file_path
NiJmbB1ETFnjIlnMxFONcSd41erdMftx8Sq8k2ZJ.pdf,Haryana,Medium (0.5-0.7),indic,0.5,True,False,224.0,989003,data/POP Bank/Haryana/NiJmbB1ETFnjIlnMxFONcSd41erdMftx8Sq8k2ZJ.pdf
Y1K0gxMO5qykKmYo2gBNkK7LjsmhYJLPsiNwI7fK.pdf,Haryana,Medium (0.5-0.7),indic,0.5,True,False,227.0,934502,data/POP Bank/Haryana/Y1K0gxMO5qykKmYo2gBNkK7LjsmhYJLPsiNwI7fK.pdf
RabiCrops.pdf,Himachal Pradesh,Medium (0.5-0.7),indic,0.5,True,False,80.0,1851703,data/POP Bank/Himachal Pradesh/RabiCrops.pdf
ContingentPlanYearly.pdf,Madhya Pradesh,Medium (0.5-0.7),indic,0.5,True,False,101.0,3460769,data/POP Bank/Madhya Pradesh/ContingentPlanYearly.pdf
Krishak_suvidha_21092020.pdf,Madhya Pradesh,Medium (0.5-0.7),indic,0.5,True,False,17.0,316534,data/POP Bank/Madhya Pradesh/Krishak_suvidha_21092020.pdf
kvklist211112.pdf,Madhya Pradesh,Medium (0.5-0.7),indic,0.5,True,False,13.0,372670,data/POP Bank/Madhya Pradesh/kvklist211112.pdf
Shetkari_August2025-Combine.pdf,Maharashtra,Medium (0.5-0.7),indic,0.5,True,False,60.0,3482590,data/POP Bank/Maharashtra/Shetkari_August2025-Combine.pdf
Shetkari_July2025-Combine.pdf,Maharashtra,Medium (0.5-0.7),indic,0.5,True,False,60.0,2992504,data/POP Bank/Maharashtra/Shetkari_July2025-Combine.pdf
Shetkari_June2025-Combine.pdf,Maharashtra,Medium (0.5-0.7),indic,0.5,True,False,60.0,4206027,data/POP Bank/Maharashtra/Shetkari_June2025-Combine.pdf
Shetkari_September-2025-COMBINE.pdf,Maharashtra,Medium (0.5-0.7),indic,0.5,True,False,60.0,11981420,data/POP Bank/Maharashtra/Shetkari_September-2025-COMBINE.pdf
chickpea.pdf,Maharashtra,Medium (0.5-0.7),indic,0.5,True,False,2.0,28950,data/POP Bank/Maharashtra/chickpea.pdf
linseed.pdf,Maharashtra,Medium (0.5-0.7),indic,0.5,True,False,1.0,22556,data/POP Bank/Maharashtra/linseed.pdf
redgram.pdf,Maharashtra,Medium (0.5-0.7),indic,0.5,True,False,1.0,23413,data/POP Bank/Maharashtra/redgram.pdf
αñòαñ┐αñ«αñ╛αñ¿_αñåαñºαñ╛αñ░αñ¡αÑéαññ_αñòαñ┐αñéαñ«αññ_αÑ¿αÑªαÑ¿αÑ¿.pdf,Maharashtra,Medium (0.5-0.7),indic,0.5,True,False,1.0,655538,data/POP Bank/Maharashtra/αñòαñ┐αñ«αñ╛αñ¿_αñåαñºαñ╛αñ░αñ¡αÑéαññ_αñòαñ┐αñéαñ«αññ_αÑ¿αÑªαÑ¿αÑ¿.pdf
αñòαñ┐αñ«αñ╛αñ¿_αñåαñºαñ╛αñ░αñ¡αÑéαññ_αñòαñ┐αñéαñ«αññ_αÑ¿αÑªαÑ¿αÑ¿_v1.pdf,Maharashtra,Medium (0.5-0.7),indic,0.5,True,False,1.0,655538,data/POP Bank/Maharashtra/αñòαñ┐αñ«αñ╛αñ¿_αñåαñºαñ╛αñ░αñ¡αÑéαññ_αñòαñ┐αñéαñ«αññ_αÑ¿αÑªαÑ¿αÑ¿_v1.pdf
FruitDropCitrusP.pdf,Punjab,Medium (0.5-0.7),indic,0.5,True,False,25.0,4772742,data/POP Bank/Punjab/FruitDropCitrusP.pdf
pp_fruits_pbi.pdf,Punjab,Medium (0.5-0.7),indic,0.5,True,False,228.0,813377,data/POP Bank/Punjab/pp_fruits_pbi.pdf
pp_sauni.pdf,Punjab,Medium (0.5-0.7),indic,0.5,True,False,232.0,3624341,data/POP Bank/Punjab/pp_sauni.pdf
pp_veg_pbi.pdf,Punjab,Medium (0.5-0.7),indic,0.5,True,False,244.0,945930,data/POP Bank/Punjab/pp_veg_pbi.pdf
res_cons.pdf,Punjab,Medium (0.5-0.7),indic,0.5,True,False,12.0,351574,data/POP Bank/Punjab/res_cons.pdf
April - 2024.pdf,Rajasthan,Medium (0.5-0.7),indic,0.5,True,False,32.0,1622441,data/POP Bank/Rajasthan/April - 2024.pdf
April 2015.pdf,Rajasthan,Medium (0.5-0.7),indic,0.5,True,False,28.0,3315505,data/POP Bank/Rajasthan/April 2015.pdf
April- 2025.pdf,Rajasthan,Medium (0.5-0.7),indic,0.5,True,False,32.0,1683910,data/POP Bank/Rajasthan/April- 2025.pdf
April-2022_Final[1].pdf,Rajasthan,Medium (0.5-0.7),indic,0.5,True,False,30.0,974025,data/POP Bank/Rajasthan/April-2022_Final[1].pdf
August-2022.pdf,Rajasthan,Medium (0.5-0.7),indic,0.5,True,False,31.0,1178535,data/POP Bank/Rajasthan/August-2022.pdf
Bharatpur.pdf,Rajasthan,Medium (0.5-0.7),indic,0.5,True,False,86.0,5306534,data/POP Bank/Rajasthan/Bharatpur.pdf
December-2022.pdf,Rajasthan,Medium (0.5-0.7),indic,0.5,True,False,30.0,1373977,data/POP Bank/Rajasthan/December-2022.pdf
February - 2024.pdf,Rajasthan,Medium (0.5-0.7),indic,0.5,True,False,32.0,2060737,data/POP Bank/Rajasthan/February - 2024.pdf
February - 2025.pdf,Rajasthan,Medium (0.5-0.7),indic,0.5,True,False,32.0,1771275,data/POP Bank/Rajasthan/February - 2025.pdf
February-2022[1].pdf,Rajasthan,Medium (0.5-0.7),indic,0.5,True,False,31.0,1234076,data/POP Bank/Rajasthan/February-2022[1].pdf
February-2023.pdf,Rajasthan,Medium (0.5-0.7),indic,0.5,True,False,31.0,1541838,data/POP Bank/Rajasthan/February-2023.pdf
February-RK-2015.pdf,Rajasthan,Medium (0.5-0.7),indic,0.5,True,False,28.0,1296992,data/POP Bank/Rajasthan/February-RK-2015.pdf
Final_RKP_April_2020.pdf,Rajasthan,Medium (0.5-0.7),indic,0.5,True,False,28.0,1894741,data/POP Bank/Rajasthan/Final_RKP_April_2020.pdf
January 2019 PDF.pdf,Rajasthan,Medium (0.5-0.7),indic,0.5,True,False,31.0,2760545,data/POP Bank/Rajasthan/January 2019 PDF.pdf
January 2020 PDF.pdf,Rajasthan,Medium (0.5-0.7),indic,0.5,True,False,31.0,1992598,data/POP Bank/Rajasthan/January 2020 PDF.pdf
January- 2025.pdf,Rajasthan,Medium (0.5-0.7),indic,0.5,True,False,32.0,1967216,data/POP Bank/Rajasthan/January- 2025.pdf
January-2021.pdf,Rajasthan,Medium (0.5-0.7),indic,0.5,True,False,31.0,1903539,data/POP Bank/Rajasthan/January-2021.pdf
January-2022.pdf,Rajasthan,Medium (0.5-0.7),indic,0.5,True,False,32.0,1894633,data/POP Bank/Rajasthan/January-2022.pdf
January-2023.pdf,Rajasthan,Medium (0.5-0.7),indic,0.5,True,False,30.0,1206712,data/POP Bank/Rajasthan/January-2023.pdf
January-2024.pdf,Rajasthan,Medium (0.5-0.7),indic,0.5,True,False,32.0,1781399,data/POP Bank/Rajasthan/January-2024.pdf
January-RK-2015.pdf,Rajasthan,Medium (0.5-0.7),indic,0.5,True,False,28.0,1139372,data/POP Bank/Rajasthan/January-RK-2015.pdf
July-2022.pdf,Rajasthan,Medium (0.5-0.7),indic,0.5,True,False,31.0,1331721,data/POP Bank/Rajasthan/July-2022.pdf
July-RK-2015.pdf,Rajasthan,Medium (0.5-0.7),indic,0.5,True,False,28.0,1116789,data/POP Bank/Rajasthan/July-RK-2015.pdf
June-2022.pdf,Rajasthan,Medium (0.5-0.7),indic,0.5,True,False,30.0,1549594,data/POP Bank/Rajasthan/June-2022.pdf
June-2023.pdf,Rajasthan,Medium (0.5-0.7),indic,0.5,True,False,31.0,1854638,data/POP Bank/Rajasthan/June-2023.pdf
KVK Pratapgarh At a Glance_compressed.pdf,Rajasthan,Medium (0.5-0.7),indic,0.5,True,False,42.0,4608196,data/POP Bank/Rajasthan/KVK Pratapgarh At a Glance_compressed.pdf
Krishi Navachar Book_PPS.pdf,Rajasthan,Medium (0.5-0.7),indic,0.5,True,False,136.0,3039312,data/POP Bank/Rajasthan/Krishi Navachar Book_PPS.pdf
March 2015 PRATAP kHETI.pdf,Rajasthan,Medium (0.5-0.7),indic,0.5,True,False,28.0,1878224,data/POP Bank/Rajasthan/March 2015 PRATAP kHETI.pdf
May 2020.pdf,Rajasthan,Medium (0.5-0.7),indic,0.5,True,False,31.0,2141134,data/POP Bank/Rajasthan/May 2020.pdf
May-2022.pdf,Rajasthan,Medium (0.5-0.7),indic,0.5,True,False,31.0,1744883,data/POP Bank/Rajasthan/May-2022.pdf
May-2023.pdf,Rajasthan,Medium (0.5-0.7),indic,0.5,True,False,31.0,1611159,data/POP Bank/Rajasthan/May-2023.pdf
November-2022.pdf,Rajasthan,Medium (0.5-0.7),indic,0.5,True,False,30.0,1425467,data/POP Bank/Rajasthan/November-2022.pdf
October-2022.pdf,Rajasthan,Medium (0.5-0.7),indic,0.5,True,False,30.0,1726404,data/POP Bank/Rajasthan/October-2022.pdf
September-2022.pdf,Rajasthan,Medium (0.5-0.7),indic,0.5,True,False,31.0,1648747,data/POP Bank/Rajasthan/September-2022.pdf
Smart Village Iniciative_Book.pdf,Rajasthan,Medium (0.5-0.7),indic,0.5,True,False,20.0,4778822,data/POP Bank/Rajasthan/Smart Village Iniciative_Book.pdf
Success Story_compressed.pdf,Rajasthan,Medium (0.5-0.7),indic,0.5,True,False,82.0,4407841,data/POP Bank/Rajasthan/Success Story_compressed.pdf
castor.pdf,Telangana,Medium (0.5-0.7),indic,0.5,True,False,6.0,174436,data/POP Bank/Telangana/castor.pdf
cotton.pdf,Telangana,Medium (0.5-0.7),indic,0.5,True,False,25.0,298969,data/POP Bank/Telangana/cotton.pdf
greengram.pdf,Telangana,Medium (0.5-0.7),indic,0.5,True,False,16.0,212920,data/POP Bank/Telangana/greengram.pdf
jowar.pdf,Telangana,Medium (0.5-0.7),indic,0.5,True,False,5.0,144842,data/POP Bank/Telangana/jowar.pdf
redgram.pdf,Telangana,Medium (0.5-0.7),indic,0.5,True,False,15.0,252943,data/POP Bank/Telangana/redgram.pdf
rice.pdf,Telangana,Medium (0.5-0.7),indic,0.5,True,False,30.0,374031,data/POP Bank/Telangana/rice.pdf
seasame.pdf,Telangana,Medium (0.5-0.7),indic,0.5,True,False,3.0,137177,data/POP Bank/Telangana/seasame.pdf
Improved Horticultural crop varieties.pdf,Andra Pradesh,No Detection (0.0),unsure,0.0,True,False,70.0,5432602,data/POP Bank/Andra Pradesh/Improved Horticultural crop varieties.pdf
POP- Chilli.pdf,Andra Pradesh,No Detection (0.0),unsure,0.0,True,False,20.0,991403,data/POP Bank/Andra Pradesh/POP- Chilli.pdf
POP- Guava.pdf,Andra Pradesh,No Detection (0.0),unsure,0.0,True,False,36.0,776292,data/POP Bank/Andra Pradesh/POP- Guava.pdf
POP- Mango 2.pdf,Andra Pradesh,No Detection (0.0),unsure,0.0,True,False,60.0,940605,data/POP Bank/Andra Pradesh/POP- Mango 2.pdf
POP- Wine Grape.pdf,Andra Pradesh,No Detection (0.0),unsure,0.0,True,False,36.0,2764949,data/POP Bank/Andra Pradesh/POP- Wine Grape.pdf
POP-Spices Crops.pdf,Arunachal Pradesh,No Detection (0.0),unsure,0.0,True,False,31.0,2028859,data/POP Bank/Arunachal Pradesh/POP-Spices Crops.pdf
EB-53-Barley-Cultivation-in-India-Pocket-Guide.pdf,Haryana,No Detection (0.0),unsure,0.0,True,False,28.0,993379,data/POP Bank/Haryana/EB-53-Barley-Cultivation-in-India-Pocket-Guide.pdf
Javikneeti_Hindi.pdf,Madhya Pradesh,No Detection (0.0),unsure,0.0,True,False,19.0,243274,data/POP Bank/Madhya Pradesh/Javikneeti_Hindi.pdf
"Letter No-13626, date-22.04.2025 Guideline Shree Anna Abhiyan.pdf",Odisha,No Detection (0.0),unsure,0.0,True,False,106.0,2838236,"data/POP Bank/Odisha/Letter No-13626, date-22.04.2025 Guideline Shree Anna Abhiyan.pdf"
2401_Saade_Viah_Saade_Bhog.pdf,Punjab,No Detection (0.0),unsure,0.0,True,False,76.0,2116606,data/POP Bank/Punjab/2401_Saade_Viah_Saade_Bhog.pdf
pp_hari.pdf,Punjab,No Detection (0.0),unsure,0.0,True,False,204.0,3168337,data/POP Bank/Punjab/pp_hari.pdf
April 2018.pdf,Rajasthan,No Detection (0.0),unsure,0.0,True,False,32.0,1326547,data/POP Bank/Rajasthan/April 2018.pdf
April-RK-2017.pdf,Rajasthan,No Detection (0.0),unsure,0.0,True,False,31.0,1707286,data/POP Bank/Rajasthan/April-RK-2017.pdf
August -RK-2017.pdf,Rajasthan,No Detection (0.0),unsure,0.0,True,False,32.0,1582025,data/POP Bank/Rajasthan/August -RK-2017.pdf
August 2018 _v1.pdf,Rajasthan,No Detection (0.0),unsure,0.0,True,False,32.0,1870289,data/POP Bank/Rajasthan/August 2018 _v1.pdf
December 2016 RKP (Repaired) (2).pdf,Rajasthan,No Detection (0.0),unsure,0.0,True,False,32.0,1793479,data/POP Bank/Rajasthan/December 2016 RKP (Repaired) (2).pdf
December 2017 final.pdf,Rajasthan,No Detection (0.0),unsure,0.0,True,False,32.0,2467289,data/POP Bank/Rajasthan/December 2017 final.pdf
February 2017 new.pdf,Rajasthan,No Detection (0.0),unsure,0.0,True,False,32.0,1535221,data/POP Bank/Rajasthan/February 2017 new.pdf
"February, 2018.pdf",Rajasthan,No Detection (0.0),unsure,0.0,True,False,32.0,1595274,"data/POP Bank/Rajasthan/February, 2018.pdf"
January 2017.pdf,Rajasthan,No Detection (0.0),unsure,0.0,True,False,32.0,2006081,data/POP Bank/Rajasthan/January 2017.pdf
